smiles,IE,EA
NC(=S)C(N)=S,6.272278843323875,3.489909330608498
O=C(O)CCC(=O)O,7.950459474723175,1.2192801177934598
O=c1n(-c2ccccc2)c(=O)n2n1[C@H]1C=C[C@@H]2[C@H]1O,6.1359664798765134,3.5025973186238843
N#Cc1c(O)cc(S(=O)(=O)c2ccccc2)c(O)c1C#N,6.711891242332058,3.414156821687357
C=CC(=O)NC(C)(C)CS([O])([O])O,7.216226217165967,2.29131624562433
C/C=N/O,7.053610170878527,2.370556750542164
CCCCCCCS[C@@H](F)C(=O)OCC,6.767907671954162,2.2213391570076046
C=CC[C@@H](O)c1cccc(C)c1,6.417922942689984,1.1623242287423636
Fc1c(F)c(F)c(Sc2c(F)c(F)c(F)c(F)c2F)c(F)c1F,6.810394397434719,2.5883234418652137
Fc1cc(F)c(F)c(F)c1F,7.232067841297977,2.292809448543266
CC(=O)c1ccc(Cl)c(Cl)c1,7.064684017692343,2.643050179787678
CC(C)(C)/C=C/C(=O)C(C)(C)C,6.80351529701511,2.1386585263498996
Clc1ccc2[nH]nnc2c1,6.673727417961345,2.18225652665933
N#Cc1ccc(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,7.3704701043243395,2.190973897566437
C[C@@H]1CCC(=O)N1C(=O)[C@H](O)c1ccccc1,6.632415437852616,2.1135318365413696
c1ccc2c(c1)CC[C@H]1CCCC[C@@H]21,6.3041019281627095,0.7370711110124829
O=Nc1c(F)c(F)c(F)c(F)c1F,6.5830606978561255,4.088926255724799
N#CN(c1ccccc1)c1ccccc1,6.0836531876120725,1.4280634033893875
N#C[C](C#N)C#N,5.815910898649236,0.5943491686848574
[Cl],6.67583240354179,-0.026678832588004298
Cc1ccc(S(=O)(=O)N2CCCCC2=O)cc1,6.81302214364041,2.9544904327958648
c1ccc(CNc2ccccc2)cc1,5.280711934123247,1.0033663557260295
CO[C@H](SCC(F)(F)F)c1ccccc1,6.662331116243878,2.834964148918516
c1ccc(NNc2ccccc2)cc1,4.7308635687113565,0.955516002533841
O=C(Cl)c1ccccc1C(=O)Cl,7.642931535709067,3.4365294745512074
NCCS,6.170176560917753,0.7508661288629809
Cn1cc2c(c1)C(=O)C=CC2=O,6.533913577999556,3.563642847366282
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)F,8.936128803554311,2.446626527871558
FC(F)(F)[C@H](Sc1ccccc1)c1ccccc1,6.158819927957666,2.7386414909706223
COc1ccc(/C=N/c2ccc(Cl)cc2)cc1,5.764262385935581,2.38566505509516
O=[N+]([O-])c1ccc(-c2nnc3ccccn23)cc1,6.184466730719577,3.5759634844107486
O=Cc1c2ccccc2cc2ccccc12,5.6919464462262095,3.1056404482005746
COc1ccc(OC)c(C[N+](=O)[O-])c1,5.610898865954368,3.0412692067075113
CC1CCC(=O)CC1,6.931258697721205,1.4104157705933176
CCOC(=O)c1ccccc1C(=O)OCC,7.125515643198012,2.436147478365456
CO/C=C/C=C(OC)OC,4.584461362910588,1.286219430918209
CC(=O)OC1=CCCCC1,6.202726331204758,1.3329442396425293
CN1[C@H]2[C@@H]3C=C[C@@H](C3)[C@H]2N1C,4.590951065712943,0.4136594246392633
CC(C)CN(CC(C)C)C(=S)S,5.838923737414008,2.1747851704567442
CC1=CC(=O)C=C(C)C(=O)C1=O,7.145593587267285,4.285980139617095
CCNc1ccc(NCC)cc1,4.378684782846904,0.7204759982196265
CC(C)(C)S(=O)C(C)(C)C,5.950641627616278,0.4842310112471751
Nc1ccc(-c2ccc(N)c(N)c2)cc1N,4.515840097821638,1.3176900222133554
CC(=O)Nc1ccn([C@H]2C=C[C@@H](COC(C)=O)O2)c(=O)n1,6.65034105941595,2.4861498737918737
CC(=O)Nc1cccc(N)c1,5.418186566523218,1.0580774498266692
C=CC[C@@H](O)c1cccc2ccccc12,5.916736523606232,1.7768465269218725
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,6.096953238564312,2.6003744276895304
CCCSC#CSCCC,5.643848327934393,1.894863912359141
CC(C)Cc1ccc([C@@H](C)Cl)cc1,6.5246461833921785,3.7128717526757096
CC1=NN(c2ccccc2)C(=O)[C@H]1C(=O)c1ccccc1,6.020227449189407,2.69431374393389
c1ccc(C(c2ccccc2)c2ccccc2)cc1,6.366339383552258,1.1344491646741517
C=CC[C@](C)(O)CC(C)C,6.3163137305600685,0.7100818400722346
O=c1cc[nH]c2ccccc12,6.060241878953093,1.9619515710619453
COc1ccc([N+](=O)[O-])cc1N,5.657940602948656,3.239650279581838
C[C]1[CH][C]2[CH][C]([CH]1)CCc1cccc(c1)CC2,1.8873361823352752,4.987274446950323
